BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Ar                                                              
crs-Biagi_v7.1+step.txt
--------------------------------------------------
Ar*                                                             
crs-Biagi_v7.1+step.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        3000.    
Excitation temperature (K)                 3000.    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.8000E+17
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Grid type                                  0.000    
Maximum energy                             200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Ar                           1.000    
Mole fraction Ar*                         0.1000E-04
 
 
E/N (Td)    	Electric field / N (Td)                                         
0.1174E-02	0.1174E-02
0.1686E-02	0.1686E-02
0.2194E-02	0.2194E-02
0.2731E-02	0.2731E-02
0.3325E-02	0.3325E-02
0.3999E-02	0.3999E-02
0.4765E-02	0.4765E-02
0.5633E-02	0.5633E-02
0.6605E-02	0.6605E-02
0.7724E-02	0.7724E-02
0.8968E-02	0.8968E-02
0.1035E-01	0.1035E-01
0.1188E-01	0.1188E-01
0.1355E-01	0.1355E-01
0.1536E-01	0.1536E-01
0.1732E-01	0.1732E-01
0.1943E-01	0.1943E-01
0.2169E-01	0.2169E-01
0.2410E-01	0.2410E-01
0.2669E-01	0.2669E-01
0.2944E-01	0.2944E-01
0.3235E-01	0.3235E-01
0.3545E-01	0.3545E-01
0.3872E-01	0.3872E-01
0.4219E-01	0.4219E-01
0.4585E-01	0.4585E-01
0.4970E-01	0.4970E-01
0.5377E-01	0.5377E-01
0.5805E-01	0.5805E-01
0.6256E-01	0.6256E-01
0.6730E-01	0.6730E-01
0.7227E-01	0.7227E-01
0.7750E-01	0.7750E-01
0.8299E-01	0.8299E-01
0.8877E-01	0.8877E-01
0.9483E-01	0.9483E-01
0.1012	0.1012
0.1079	0.1079
0.1149	0.1149
0.1222	0.1222
0.1299	0.1299
0.1382	0.1382
0.1468	0.1468
0.1558	0.1558
0.1654	0.1654
0.1754	0.1754
0.1861	0.1861
0.1972	0.1972
0.2089	0.2089
0.2212	0.2212
0.2341	0.2341
0.2478	0.2478
0.2622	0.2622
0.2774	0.2774
0.2936	0.2936
0.3103	0.3103
0.3282	0.3282
0.3472	0.3472
0.3670	0.3670
0.3880	0.3880
0.4102	0.4102
0.4336	0.4336
0.4584	0.4584
0.4846	0.4846
0.5122	0.5122
0.5416	0.5416
0.5728	0.5728
0.6058	0.6058
0.6408	0.6408
0.6780	0.6780
0.7173	0.7173
0.7592	0.7592
0.8037	0.8037
0.8511	0.8511
0.9016	0.9016
0.9553	0.9553
1.012	1.012
1.073	1.073
1.138	1.138
1.207	1.207
1.280	1.280
1.357	1.357
1.440	1.440
1.528	1.528
1.621	1.621
1.719	1.719
1.823	1.823
1.933	1.933
2.050	2.050
2.173	2.173
2.303	2.303
2.441	2.441
2.588	2.588
2.742	2.742
2.906	2.906
3.081	3.081
3.270	3.270
3.473	3.473
3.698	3.698
3.952	3.952
4.241	4.241
4.582	4.582
4.998	4.998
5.531	5.531
6.260	6.260
7.335	7.335
9.034	9.034
11.75	11.75
15.71	15.71
20.88	20.88
27.20	27.20
34.68	34.68
43.40	43.40
53.41	53.41
64.77	64.77
77.54	77.54
91.71	91.71
107.2	107.2
124.1	124.1
142.2	142.2
161.6	161.6
182.0	182.0
203.4	203.4
225.7	225.7
248.9	248.9
272.9	272.9
297.6	297.6
322.8	322.8
348.8	348.8
375.4	375.4
402.4	402.4
429.9	429.9
457.8	457.8
486.3	486.3
515.2	515.2
544.5	544.5
574.3	574.3
604.4	604.4
634.9	634.9
665.7	665.7
697.0	697.0
728.7	728.7
760.7	760.7
793.2	793.2
826.0	826.0
859.2	859.2
892.8	892.8
926.9	926.9
961.3	961.3
996.1	996.1
1031.	1031.
1067.	1067.
1103.	1103.
1140.	1140.
1177.	1177.
1215.	1215.
1253.	1253.
1292.	1292.
1331.	1331.
1370.	1370.
1411.	1411.
1451.	1451.
1493.	1493.
1535.	1535.
1577.	1577.
1621.	1621.
1664.	1664.
1709.	1709.
1754.	1754.
1800.	1800.
1847.	1847.
1894.	1894.
1942.	1942.
1990.	1990.
2040.	2040.
2090.	2090.
2141.	2141.
2193.	2193.
2246.	2246.
2299.	2299.
2353.	2353.
2408.	2408.
2464.	2464.
2521.	2521.
2579.	2579.
2637.	2637.
2697.	2697.
2757.	2757.
2818.	2818.
2880.	2880.
2944.	2944.
3008.	3008.
3073.	3073.
3139.	3139.
3205.	3205.
3274.	3274.
3342.	3342.
3412.	3412.
3483.	3483.
3555.	3555.
 
 
E/N (Td)	Mean energy (eV)
0.1174E-02	0.4000
0.1686E-02	0.4098
0.2194E-02	0.4199
0.2731E-02	0.4302
0.3325E-02	0.4407
0.3999E-02	0.4516
0.4765E-02	0.4627
0.5633E-02	0.4742
0.6605E-02	0.4857
0.7724E-02	0.4976
0.8968E-02	0.5098
0.1035E-01	0.5223
0.1188E-01	0.5352
0.1355E-01	0.5483
0.1536E-01	0.5618
0.1732E-01	0.5756
0.1943E-01	0.5897
0.2169E-01	0.6042
0.2410E-01	0.6190
0.2669E-01	0.6342
0.2944E-01	0.6498
0.3235E-01	0.6658
0.3545E-01	0.6821
0.3872E-01	0.6989
0.4219E-01	0.7161
0.4585E-01	0.7336
0.4970E-01	0.7517
0.5377E-01	0.7701
0.5805E-01	0.7890
0.6256E-01	0.8084
0.6730E-01	0.8283
0.7227E-01	0.8486
0.7750E-01	0.8695
0.8299E-01	0.8908
0.8877E-01	0.9127
0.9483E-01	0.9351
0.1012	0.9581
0.1079	0.9816
0.1149	1.006
0.1222	1.030
0.1299	1.056
0.1382	1.082
0.1468	1.108
0.1558	1.135
0.1654	1.163
0.1754	1.192
0.1861	1.221
0.1972	1.251
0.2089	1.282
0.2212	1.313
0.2341	1.346
0.2478	1.379
0.2622	1.413
0.2774	1.447
0.2936	1.483
0.3103	1.519
0.3282	1.556
0.3472	1.595
0.3670	1.634
0.3880	1.674
0.4102	1.715
0.4336	1.757
0.4584	1.800
0.4846	1.845
0.5122	1.890
0.5416	1.936
0.5728	1.984
0.6058	2.033
0.6408	2.083
0.6780	2.134
0.7173	2.186
0.7592	2.240
0.8037	2.295
0.8511	2.351
0.9016	2.409
0.9553	2.468
1.012	2.529
1.073	2.591
1.138	2.654
1.207	2.720
1.280	2.786
1.357	2.855
1.440	2.925
1.528	2.997
1.621	3.070
1.719	3.146
1.823	3.223
1.933	3.302
2.050	3.383
2.173	3.466
2.303	3.551
2.441	3.639
2.588	3.728
2.742	3.820
2.906	3.913
3.081	4.009
3.270	4.108
3.473	4.209
3.698	4.312
3.952	4.418
4.241	4.527
4.582	4.638
4.998	4.752
5.531	4.868
6.260	4.988
7.335	5.110
9.034	5.236
11.75	5.364
15.71	5.496
20.88	5.631
27.20	5.770
34.68	5.911
43.40	6.057
53.41	6.205
64.77	6.358
77.54	6.513
91.71	6.674
107.2	6.837
124.1	7.006
142.2	7.178
161.6	7.354
182.0	7.535
203.4	7.720
225.7	7.909
248.9	8.104
272.9	8.303
297.6	8.507
322.8	8.715
348.8	8.930
375.4	9.149
402.4	9.374
429.9	9.604
457.8	9.840
486.3	10.08
515.2	10.33
544.5	10.58
574.3	10.84
604.4	11.11
634.9	11.38
665.7	11.66
697.0	11.95
728.7	12.24
760.7	12.54
793.2	12.85
826.0	13.17
859.2	13.49
892.8	13.82
926.9	14.16
961.3	14.51
996.1	14.86
1031.	15.23
1067.	15.60
1103.	15.99
1140.	16.38
1177.	16.78
1215.	17.19
1253.	17.61
1292.	18.05
1331.	18.49
1370.	18.94
1411.	19.41
1451.	19.89
1493.	20.37
1535.	20.88
1577.	21.39
